Province,N_region,FK_DA1_Menage,N_group_prod veget,N_productions vegetales,Coef_extrap_GD
Province Nord,Nord Est,C230S,Productions végétales totales,Cultures spéciales,9
Province Nord,Nord Est,C230S,Productions végétales totales,Arbre fruitier,9
Province Nord,Nord Est,C230S,Productions végétales totales,Cocotier,9
Province Nord,Nord Est,C230S,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C227P,Productions végétales totales,Tubercule,9
Province Nord,Nord Est,C227P,Productions végétales totales,Banane poingo,9
Province Nord,Nord Est,C227P,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C227P,Productions végétales totales,Arbre fruitier,9
Province Nord,Nord Est,C227P,Productions végétales totales,Cocotier,9
Province Nord,Nord Est,C226P,Productions végétales totales,Tubercule,8
Province Nord,Nord Est,C226P,Productions végétales totales,Légume & fruit plein champ,8
Province Nord,Nord Est,C226P,Productions végétales totales,Banane dessert,8
Province Nord,Nord Est,C224S,Productions végétales totales,Tubercule,8
Province Nord,Nord Est,C224S,Productions végétales totales,Arbre fruitier,8
Province Nord,Nord Est,C224S,Productions végétales totales,Légume & fruit plein champ,8
Province Nord,Nord Est,C224S,Productions végétales totales,Banane dessert,8
Province Nord,Nord Est,C224S,Productions végétales totales,Cocotier,8
Province Nord,Nord Est,C224P,Productions végétales totales,Arbre fruitier,9
Province Nord,Nord Est,C224P,Productions végétales totales,Tubercule,9
Province Nord,Nord Est,C224P,Productions végétales totales,Légume & fruit plein champ,9
Province Nord,Nord Est,C224P,Productions végétales totales,Cultures spéciales,9
Province Nord,Nord Est,C224P,Productions végétales totales,Banane poingo,9
Province Nord,Nord Est,C224P,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C222P,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C222P,Productions végétales totales,Cocotier,9
Province Nord,Nord Est,C222P,Productions végétales totales,Arbre fruitier,9
Province Nord,Nord Est,C222P,Productions végétales totales,Tubercule,9
Province Nord,Nord Est,C222P,Productions végétales totales,Légume & fruit plein champ,9
Province Nord,Nord Est,C213P,Productions végétales totales,Tubercule,9
Province Nord,Nord Est,C213P,Productions végétales totales,Arbre fruitier,9
Province Nord,Nord Est,C213P,Productions végétales totales,Légume & fruit plein champ,9
Province Nord,Nord Est,C213P,Productions végétales totales,Cultures spéciales,9
Province Nord,Nord Est,C213P,Productions végétales totales,Cocotier,9
Province Nord,Nord Est,C213P,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C210P,Productions végétales totales,Arbre fruitier,9
Province Nord,Nord Est,C210P,Productions végétales totales,Banane poingo,9
Province Nord,Nord Est,C210P,Productions végétales totales,Tubercule,9
Province Nord,Nord Est,C210P,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C210P,Productions végétales totales,Légume & fruit plein champ,9
Province Nord,Nord Est,C210P,Productions végétales totales,Cultures spéciales,9
Province Nord,Nord Est,C210P,Productions végétales totales,Cocotier,9
Province Nord,Nord Est,C204S,Productions végétales totales,Tubercule,9
Province Nord,Nord Est,C204S,Productions végétales totales,Arbre fruitier,9
Province Nord,Nord Est,C204S,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C204S,Productions végétales totales,Légume & fruit plein champ,9
Province Nord,Nord Est,C199S,Productions végétales totales,Légume & fruit plein champ,8
Province Nord,Nord Est,C199S,Productions végétales totales,Cultures spéciales,8
Province Nord,Nord Est,C199S,Productions végétales totales,Banane dessert,8
Province Nord,Nord Est,C199S,Productions végétales totales,Tubercule,8
Province Nord,Nord Est,C199S,Productions végétales totales,Arbre fruitier,8
Province Nord,Nord Est,C199S,Productions végétales totales,Cocotier,8
Province Nord,Nord Est,C199P,Productions végétales totales,Légume & fruit plein champ,7
Province Nord,Nord Est,C199P,Productions végétales totales,Arbre fruitier,7
Province Nord,Nord Est,C199P,Productions végétales totales,Cultures spéciales,7
Province Nord,Nord Est,C199P,Productions végétales totales,Cocotier,7
Province Nord,Nord Est,C199P,Productions végétales totales,Tubercule,7
Province Nord,Nord Est,C199P,Productions végétales totales,Banane dessert,7
Province Nord,Nord Est,C196S,Productions végétales totales,Légume & fruit plein champ,7
Province Nord,Nord Est,C196S,Productions végétales totales,Cultures spéciales,7
Province Nord,Nord Est,C196S,Productions végétales totales,Tubercule,7
Province Nord,Nord Est,C196S,Productions végétales totales,Banane poingo,7
Province Nord,Nord Est,C196S,Productions végétales totales,Banane dessert,7
Province Nord,Nord Est,C196S,Productions végétales totales,Arbre fruitier,7
Province Nord,Nord Est,C196S,Productions végétales totales,Cocotier,7
Province Nord,Nord Est,C193P,Productions végétales totales,Arbre fruitier,9
Province Nord,Nord Est,C193P,Productions végétales totales,Légume & fruit plein champ,9
Province Nord,Nord Est,C193P,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C193P,Productions végétales totales,Banane poingo,9
Province Nord,Nord Est,C193P,Productions végétales totales,Tubercule,9
Province Nord,Nord Est,C193P,Productions végétales totales,Cocotier,9
Province Nord,Nord Est,C193P,Productions végétales totales,Cultures spéciales,9
Province Nord,Nord Est,C192P,Productions végétales totales,Arbre fruitier,8
Province Nord,Nord Est,C192P,Productions végétales totales,Légume & fruit plein champ,8
Province Nord,Nord Est,C192P,Productions végétales totales,Tubercule,8
Province Nord,Nord Est,C192P,Productions végétales totales,Banane dessert,8
Province Nord,Nord Est,C192P,Productions végétales totales,Banane poingo,8
Province Nord,Nord Est,C192P,Productions végétales totales,Cultures spéciales,8
Province Nord,Nord Est,C191P,Productions végétales totales,Tubercule,8
Province Nord,Nord Est,C191P,Productions végétales totales,Banane dessert,8
Province Nord,Nord Est,C191P,Productions végétales totales,Arbre fruitier,8
Province Nord,Nord Est,C187P,Productions végétales totales,Légume & fruit plein champ,9
Province Nord,Nord Est,C187P,Productions végétales totales,Tubercule,9
Province Nord,Nord Est,C187P,Productions végétales totales,Arbre fruitier,9
Province Nord,Nord Est,C187P,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C187P,Productions végétales totales,Banane poingo,9
Province Nord,Nord Est,C187P,Productions végétales totales,Cocotier,9
Province Nord,Nord Est,C186P,Productions végétales totales,Arbre fruitier,7
Province Nord,Nord Est,C186P,Productions végétales totales,Cultures spéciales,7
Province Nord,Nord Est,C186P,Productions végétales totales,Tubercule,7
Province Nord,Nord Est,C186P,Productions végétales totales,Banane dessert,7
Province Nord,Nord Est,C184P,Productions végétales totales,Légume & fruit plein champ,8
Province Nord,Nord Est,C184P,Productions végétales totales,Arbre fruitier,8
Province Nord,Nord Est,C184P,Productions végétales totales,Cocotier,8
Province Nord,Nord Est,C184P,Productions végétales totales,Banane dessert,8
Province Nord,Nord Est,C184P,Productions végétales totales,Banane poingo,8
Province Nord,Nord Est,C184P,Productions végétales totales,Tubercule,8
Province Nord,Nord Est,C184P,Productions végétales totales,Cultures spéciales,8
Province Nord,Nord Est,C183P,Productions végétales totales,Tubercule,9
Province Nord,Nord Est,C183P,Productions végétales totales,Cultures spéciales,9
Province Nord,Nord Est,C183P,Productions végétales totales,Banane dessert,9
Province Nord,Nord Est,C183P,Productions végétales totales,Légume & fruit plein champ,9
Province Nord,Nord Est,C183P,Productions végétales totales,Banane poingo,9
Province Nord,Nord Est,C183P,Productions végétales totales,Arbre fruitier,9
