annee,date_arrondie,variete,categorie,prix_moyen
2022,2022-02-01,Chou De Chine,Prix moyen du produit local en magasin,767.074074074074
2022,2022-02-01,Chou Rouge,Prix moyen du produit importé en magasin,545.5333333333333
2022,2022-02-01,Chou Rouge,Prix moyen du produit local en magasin,649.375
2022,2022-02-01,Chou-Fleur,Prix moyen du produit importé en magasin,1063.6
2022,2022-02-01,Chou-Fleur,Prix moyen du produit local en magasin,1238.0434782608695
2022,2022-02-01,Chouchoute,Prix moyen du produit local en magasin,810
2022,2022-02-01,"Citron, Lime",Prix moyen du produit importé en magasin,975.7272727272727
2022,2022-02-01,"Citron, Lime",Prix moyen du produit local en magasin,750.0990099009902
2022,2022-02-01,Concombre,Prix moyen du produit importé en magasin,600.7547169811321
2022,2022-02-01,Concombre,Prix moyen du produit local en magasin,481.5375
2022,2022-02-01,Courgette,Prix moyen du produit importé en magasin,797.8125
2022,2022-02-01,Courgette,Prix moyen du produit local en magasin,726.008064516129
2022,2022-02-01,Céleri,Prix moyen du produit importé en magasin,648.8709677419355
2022,2022-02-01,Céleri,Prix moyen du produit local en magasin,609.84375
2022,2022-02-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,852.7631578947369
2022,2022-02-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,735.5714285714286
2022,2022-02-01,Mangue,Prix moyen du produit local en magasin,678.1428571428571
2022,2022-02-01,Maïs,Prix moyen du produit local en magasin,278.75
2022,2022-02-01,Melon,Prix moyen du produit importé en magasin,626.9607843137255
2022,2022-02-01,Melon,Prix moyen du produit local en magasin,743.7962962962963
2022,2022-02-01,Navet,Prix moyen du produit local en magasin,677.1
2022,2022-02-01,Nectarine,Prix moyen du produit importé en magasin,744.0506329113924
2022,2022-02-01,Oignons,Prix moyen du produit importé en magasin,280.2020202020202
2022,2022-02-01,Oignons,Prix moyen du produit local en magasin,471.02272727272725
2022,2022-02-01,Orange,Prix moyen du produit importé en magasin,595.5463917525773
2022,2022-02-01,Orange,Prix moyen du produit local en magasin,448.2894736842105
2022,2022-02-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,685.1408450704225
2022,2022-02-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,686.3095238095239
2022,2022-02-01,Papaye,Prix moyen du produit importé en magasin,365.625
2022,2022-02-01,Papaye,Prix moyen du produit local en magasin,300.77777777777777
2022,2022-02-01,Pastèque,Prix moyen du produit importé en magasin,484.72222222222223
2022,2022-02-01,Pastèque,Prix moyen du produit local en magasin,379.01785714285717
2022,2022-02-01,Patate Douce,Prix moyen du produit local en magasin,651.9444444444445
2022,2022-02-01,Persil,Prix moyen du produit local en magasin,241.35714285714286
2022,2022-02-01,Poireau,Prix moyen du produit importé en magasin,1048.3561643835617
2022,2022-02-01,Poireau,Prix moyen du produit local en magasin,1089.7592592592594
2022,2022-02-01,Poivron,Prix moyen du produit importé en magasin,1089.8476821192053
2022,2022-02-01,Poivron,Prix moyen du produit local en magasin,1133.4259259259259
2022,2022-02-01,Radis,Prix moyen du produit importé en magasin,480.6666666666667
2022,2022-02-01,Radis,Prix moyen du produit local en magasin,444.4047619047619
2022,2022-02-01,Salade,Prix moyen du produit importé en magasin,623.1818181818181
2022,2022-02-01,Salade,Prix moyen du produit local en magasin,911.0869565217391
2022,2022-02-01,Tomate,Prix moyen du produit importé en magasin,871.1153846153846
2022,2022-02-01,Tomate,Prix moyen du produit local en magasin,1047.54
2022,2022-03-01,Ail,Prix moyen du produit importé en magasin,458.15
2022,2022-03-01,Ananas,Prix moyen du produit importé en magasin,637
2022,2022-03-01,Ananas,Prix moyen du produit local en magasin,830.1796875
2022,2022-03-01,Aubergine,Prix moyen du produit importé en magasin,644.7727272727273
2022,2022-03-01,Aubergine,Prix moyen du produit local en magasin,781.5909090909091
2022,2022-03-01,Avocat,Prix moyen du produit importé en magasin,844.1864406779661
2022,2022-03-01,Avocat,Prix moyen du produit local en magasin,894.3217391304348
2022,2022-03-01,Banane,Prix moyen du produit importé en magasin,3995
2022,2022-03-01,Banane,Prix moyen du produit local en magasin,826.5357142857143
2022,2022-03-01,Brocoli,Prix moyen du produit importé en magasin,1030.1544117647059
2022,2022-03-01,Brocoli,Prix moyen du produit local en magasin,1125.0961538461538
2022,2022-03-01,Carotte,Prix moyen du produit importé en magasin,310.8972602739726
2022,2022-03-01,Carotte,Prix moyen du produit local en magasin,304.02597402597405
2022,2022-03-01,Chou De Chine,Prix moyen du produit importé en magasin,772.1686746987951
2022,2022-03-01,Chou De Chine,Prix moyen du produit local en magasin,765.4615384615385
2022,2022-03-01,Chou Rouge,Prix moyen du produit importé en magasin,593.8425925925926
2022,2022-03-01,Chou Rouge,Prix moyen du produit local en magasin,663.9655172413793
2022,2022-03-01,Chou-Fleur,Prix moyen du produit importé en magasin,942.6470588235294
2022,2022-03-01,Chou-Fleur,Prix moyen du produit local en magasin,985.0925925925926
2022,2022-03-01,Chouchoute,Prix moyen du produit local en magasin,475.9375
2022,2022-03-01,"Citron, Lime",Prix moyen du produit importé en magasin,961.528735632184
2022,2022-03-01,"Citron, Lime",Prix moyen du produit local en magasin,528.1932773109244
2022,2022-03-01,Concombre,Prix moyen du produit importé en magasin,439.02985074626866
2022,2022-03-01,Concombre,Prix moyen du produit local en magasin,355.05857740585776
2022,2022-03-01,Courgette,Prix moyen du produit importé en magasin,800.4166666666666
2022,2022-03-01,Courgette,Prix moyen du produit local en magasin,879.5673076923077
2022,2022-03-01,Céleri,Prix moyen du produit importé en magasin,705.483870967742
2022,2022-03-01,Céleri,Prix moyen du produit local en magasin,714.0666666666667
2022,2022-03-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,975.6
2022,2022-03-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,870.3205128205128
2022,2022-03-01,Mangue,Prix moyen du produit local en magasin,675
2022,2022-03-01,Maïs,Prix moyen du produit local en magasin,331.6666666666667
2022,2022-03-01,Melon,Prix moyen du produit importé en magasin,521.1428571428571
2022,2022-03-01,Melon,Prix moyen du produit local en magasin,471
2022,2022-03-01,Navet,Prix moyen du produit local en magasin,740
2022,2022-03-01,Nectarine,Prix moyen du produit importé en magasin,709.75
2022,2022-03-01,Oignons,Prix moyen du produit importé en magasin,266.3333333333333
2022,2022-03-01,Oignons,Prix moyen du produit local en magasin,470.42105263157896
2022,2022-03-01,Orange,Prix moyen du produit importé en magasin,692.4220183486239
2022,2022-03-01,Orange,Prix moyen du produit local en magasin,593.9719626168225
2022,2022-03-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,713.2584269662922
2022,2022-03-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,571.6170212765958
2022,2022-03-01,Papaye,Prix moyen du produit importé en magasin,366.6666666666667
2022,2022-03-01,Papaye,Prix moyen du produit local en magasin,301.60504201680675
2022,2022-03-01,Pastèque,Prix moyen du produit importé en magasin,421.6666666666667
2022,2022-03-01,Pastèque,Prix moyen du produit local en magasin,411.68367346938777
2022,2022-03-01,Patate Douce,Prix moyen du produit local en magasin,677.1100917431193
2022,2022-03-01,Persil,Prix moyen du produit local en magasin,199.3
2022,2022-03-01,Poireau,Prix moyen du produit importé en magasin,959.1836734693877
2022,2022-03-01,Poireau,Prix moyen du produit local en magasin,1056
2022,2022-03-01,Poivron,Prix moyen du produit importé en magasin,1086.1229946524063
2022,2022-03-01,Poivron,Prix moyen du produit local en magasin,1127.7837837837837
2022,2022-03-01,Radis,Prix moyen du produit importé en magasin,460.8333333333333
2022,2022-03-01,Radis,Prix moyen du produit local en magasin,438.2758620689655
2022,2022-03-01,Salade,Prix moyen du produit importé en magasin,647.7272727272727
2022,2022-03-01,Salade,Prix moyen du produit local en magasin,849.841059602649
2022,2022-03-01,Tomate,Prix moyen du produit importé en magasin,673.9868421052631
2022,2022-03-01,Tomate,Prix moyen du produit local en magasin,1034.1805555555557
2022,2022-04-01,Ail,Prix moyen du produit importé en magasin,478.7121212121212
2022,2022-04-01,Ananas,Prix moyen du produit importé en magasin,689.375
2022,2022-04-01,Ananas,Prix moyen du produit local en magasin,758.9
2022,2022-04-01,Aubergine,Prix moyen du produit importé en magasin,788.5454545454545
2022,2022-04-01,Aubergine,Prix moyen du produit local en magasin,864.2982456140351
2022,2022-04-01,Avocat,Prix moyen du produit importé en magasin,842.9310344827586
2022,2022-04-01,Avocat,Prix moyen du produit local en magasin,887
2022,2022-04-01,Banane,Prix moyen du produit importé en magasin,3995
2022,2022-04-01,Banane,Prix moyen du produit local en magasin,834.6428571428571
2022,2022-04-01,Brocoli,Prix moyen du produit importé en magasin,1113.7166666666667
2022,2022-04-01,Brocoli,Prix moyen du produit local en magasin,595
2022,2022-04-01,Carotte,Prix moyen du produit importé en magasin,330
2022,2022-04-01,Carotte,Prix moyen du produit local en magasin,361.95652173913044
2022,2022-04-01,Chou De Chine,Prix moyen du produit importé en magasin,793.4677419354839
2022,2022-04-01,Chou De Chine,Prix moyen du produit local en magasin,745
2022,2022-04-01,Chou Rouge,Prix moyen du produit importé en magasin,609.7471264367816
2022,2022-04-01,Chou Rouge,Prix moyen du produit local en magasin,745
2022,2022-04-01,Chou-Fleur,Prix moyen du produit importé en magasin,1044.2391304347825
2022,2022-04-01,Chou-Fleur,Prix moyen du produit local en magasin,1204.0625
2022,2022-04-01,Chouchoute,Prix moyen du produit local en magasin,415.88235294117646
2022,2022-04-01,"Citron, Lime",Prix moyen du produit importé en magasin,1221.0545454545454
2022,2022-04-01,"Citron, Lime",Prix moyen du produit local en magasin,446.5885416666667
2022,2022-04-01,Concombre,Prix moyen du produit importé en magasin,351.9107142857143
2022,2022-04-01,Concombre,Prix moyen du produit local en magasin,316.45054945054943
2022,2022-04-01,Courgette,Prix moyen du produit importé en magasin,790.7083333333334
2022,2022-04-01,Courgette,Prix moyen du produit local en magasin,929.5987654320987
2022,2022-04-01,Céleri,Prix moyen du produit importé en magasin,778.6764705882352
2022,2022-04-01,Céleri,Prix moyen du produit local en magasin,780.25
2022,2022-04-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,1052.7272727272727
2022,2022-04-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,888.6206896551724
2022,2022-04-01,Maïs,Prix moyen du produit local en magasin,328.3333333333333
2022,2022-04-01,Melon,Prix moyen du produit importé en magasin,643.4090909090909
2022,2022-04-01,Melon,Prix moyen du produit local en magasin,646.4583333333334
2022,2022-04-01,Navet,Prix moyen du produit local en magasin,573.125
2022,2022-04-01,Nectarine,Prix moyen du produit importé en magasin,635.5263157894736
2022,2022-04-01,Oignons,Prix moyen du produit importé en magasin,246.4795918367347
2022,2022-04-01,Oignons,Prix moyen du produit local en magasin,483.375
2022,2022-04-01,Orange,Prix moyen du produit importé en magasin,733.0326086956521
2022,2022-04-01,Orange,Prix moyen du produit local en magasin,617.5044247787611
2022,2022-04-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,779.609375
2022,2022-04-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,630.2525252525253
2022,2022-04-01,Papaye,Prix moyen du produit importé en magasin,428
2022,2022-04-01,Papaye,Prix moyen du produit local en magasin,334.3207547169811
2022,2022-04-01,Pastèque,Prix moyen du produit importé en magasin,440
2022,2022-04-01,Pastèque,Prix moyen du produit local en magasin,420.65934065934067
2022,2022-04-01,Patate Douce,Prix moyen du produit local en magasin,664.6296296296297
2022,2022-04-01,Persil,Prix moyen du produit local en magasin,213.8
2022,2022-04-01,Poireau,Prix moyen du produit importé en magasin,989.375
2022,2022-04-01,Poireau,Prix moyen du produit local en magasin,1081.4516129032259
2022,2022-04-01,Poivron,Prix moyen du produit importé en magasin,1140.8852459016393
2022,2022-04-01,Poivron,Prix moyen du produit local en magasin,1164.0532544378698
2022,2022-04-01,Radis,Prix moyen du produit importé en magasin,510.8333333333333
2022,2022-04-01,Radis,Prix moyen du produit local en magasin,453.28125
2022,2022-04-01,Salade,Prix moyen du produit importé en magasin,833.5
2022,2022-04-01,Salade,Prix moyen du produit local en magasin,951.6
2022,2022-04-01,Tomate,Prix moyen du produit importé en magasin,782.4528301886793
2022,2022-04-01,Tomate,Prix moyen du produit local en magasin,1047.5853658536585
2022,2022-05-01,Ail,Prix moyen du produit importé en magasin,472.35714285714283
2022,2022-05-01,Ananas,Prix moyen du produit importé en magasin,742.5
2022,2022-05-01,Ananas,Prix moyen du produit local en magasin,789.6899224806201
2022,2022-05-01,Aubergine,Prix moyen du produit importé en magasin,679.0588235294117
2022,2022-05-01,Aubergine,Prix moyen du produit local en magasin,801.1868131868132
2022,2022-05-01,Avocat,Prix moyen du produit importé en magasin,884
2022,2022-05-01,Avocat,Prix moyen du produit local en magasin,961.4153846153846
2022,2022-05-01,Banane,Prix moyen du produit importé en magasin,3995
2022,2022-05-01,Banane,Prix moyen du produit local en magasin,740.0854700854701
2022,2022-05-01,Brocoli,Prix moyen du produit importé en magasin,1065.378640776699
2022,2022-05-01,Brocoli,Prix moyen du produit local en magasin,1190
2022,2022-05-01,Carotte,Prix moyen du produit importé en magasin,316.62698412698415
2022,2022-05-01,Carotte,Prix moyen du produit local en magasin,357.76119402985074
2022,2022-05-01,Chou De Chine,Prix moyen du produit importé en magasin,809.7794117647059
2022,2022-05-01,Chou De Chine,Prix moyen du produit local en magasin,744.5585585585585
2022,2022-05-01,Chou Rouge,Prix moyen du produit importé en magasin,623.563829787234
2022,2022-05-01,Chou Rouge,Prix moyen du produit local en magasin,813.8636363636364
2022,2022-05-01,Chou-Fleur,Prix moyen du produit importé en magasin,1020.8641975308642
2022,2022-05-01,Chou-Fleur,Prix moyen du produit local en magasin,1104.8529411764705
2022,2022-05-01,Chouchoute,Prix moyen du produit local en magasin,384.19642857142856
2022,2022-05-01,"Citron, Lime",Prix moyen du produit importé en magasin,1250.6825396825398
2022,2022-05-01,"Citron, Lime",Prix moyen du produit local en magasin,562.2281553398059
2022,2022-05-01,Concombre,Prix moyen du produit importé en magasin,522.6923076923077
2022,2022-05-01,Concombre,Prix moyen du produit local en magasin,406.3636363636364
2022,2022-05-01,Courgette,Prix moyen du produit importé en magasin,829.5
2022,2022-05-01,Courgette,Prix moyen du produit local en magasin,887.5846153846154
2022,2022-05-01,Céleri,Prix moyen du produit importé en magasin,851.5384615384615
2022,2022-05-01,Céleri,Prix moyen du produit local en magasin,834.3333333333334
2022,2022-05-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,844.7474747474747
2022,2022-05-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,719.1826086956522
2022,2022-05-01,Mangue,Prix moyen du produit local en magasin,694
2022,2022-05-01,Maïs,Prix moyen du produit local en magasin,335
2022,2022-05-01,Melon,Prix moyen du produit importé en magasin,717.4347826086956
2022,2022-05-01,Melon,Prix moyen du produit local en magasin,846.6463414634146
2022,2022-05-01,Navet,Prix moyen du produit local en magasin,572.5833333333334
2022,2022-05-01,Nectarine,Prix moyen du produit importé en magasin,412.05882352941177
2022,2022-05-01,Oignons,Prix moyen du produit importé en magasin,276.1170731707317
2022,2022-05-01,Oignons,Prix moyen du produit local en magasin,533.1395348837209
2022,2022-05-01,Orange,Prix moyen du produit importé en magasin,870.72
2022,2022-05-01,Orange,Prix moyen du produit local en magasin,572.6153846153846
2022,2022-05-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,673.0921052631579
2022,2022-05-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,541.2928571428571
2022,2022-05-01,Papaye,Prix moyen du produit importé en magasin,321.42857142857144
2022,2022-05-01,Papaye,Prix moyen du produit local en magasin,318.7111111111111
2022,2022-05-01,Pastèque,Prix moyen du produit importé en magasin,537.5
2022,2022-05-01,Pastèque,Prix moyen du produit local en magasin,395.9848484848485
2022,2022-05-01,Patate Douce,Prix moyen du produit local en magasin,740.3378378378378
2022,2022-05-01,Persil,Prix moyen du produit local en magasin,205.22222222222223
2022,2022-05-01,Poireau,Prix moyen du produit importé en magasin,1000.2654867256637
2022,2022-05-01,Poireau,Prix moyen du produit local en magasin,1079
2022,2022-05-01,Poivron,Prix moyen du produit importé en magasin,1116.1925675675675
2022,2022-05-01,Poivron,Prix moyen du produit local en magasin,1126.8881118881118
2022,2022-05-01,Radis,Prix moyen du produit importé en magasin,484.1666666666667
2022,2022-05-01,Radis,Prix moyen du produit local en magasin,441.70454545454544
2022,2022-05-01,Salade,Prix moyen du produit importé en magasin,810
2022,2022-05-01,Salade,Prix moyen du produit local en magasin,797.9230769230769
2022,2022-05-01,Tomate,Prix moyen du produit importé en magasin,720.1818181818181
2022,2022-05-01,Tomate,Prix moyen du produit local en magasin,1145.4545454545455
2022,2022-06-01,Ail,Prix moyen du produit importé en magasin,481.2
2022,2022-06-01,Ananas,Prix moyen du produit importé en magasin,688.375
2022,2022-06-01,Ananas,Prix moyen du produit local en magasin,886.2380952380952
2022,2022-06-01,Aubergine,Prix moyen du produit importé en magasin,685.7037037037037
2022,2022-06-01,Aubergine,Prix moyen du produit local en magasin,770.8333333333334
2022,2022-06-01,Avocat,Prix moyen du produit importé en magasin,930
2022,2022-06-01,Avocat,Prix moyen du produit local en magasin,1012.8947368421053
2022,2022-06-01,Banane,Prix moyen du produit importé en magasin,3995
2022,2022-06-01,Banane,Prix moyen du produit local en magasin,784.6698113207547
2022,2022-06-01,Brocoli,Prix moyen du produit importé en magasin,1045.6702127659576
2022,2022-06-01,Brocoli,Prix moyen du produit local en magasin,1078.918918918919
2022,2022-06-01,Carotte,Prix moyen du produit importé en magasin,295.5607476635514
2022,2022-06-01,Carotte,Prix moyen du produit local en magasin,314.85915492957747
2022,2022-06-01,Chou De Chine,Prix moyen du produit importé en magasin,846.1555555555556
2022,2022-06-01,Chou De Chine,Prix moyen du produit local en magasin,717.3365384615385
2022,2022-06-01,Chou Rouge,Prix moyen du produit importé en magasin,628.125
2022,2022-06-01,Chou Rouge,Prix moyen du produit local en magasin,737.8571428571429
2022,2022-06-01,Chou-Fleur,Prix moyen du produit importé en magasin,906.0714285714286
2022,2022-06-01,Chou-Fleur,Prix moyen du produit local en magasin,937.1621621621622
2022,2022-06-01,Chouchoute,Prix moyen du produit local en magasin,385.76190476190476
2022,2022-06-01,"Citron, Lime",Prix moyen du produit importé en magasin,1871.5588235294117
2022,2022-06-01,"Citron, Lime",Prix moyen du produit local en magasin,679.5977011494252
2022,2022-06-01,Concombre,Prix moyen du produit importé en magasin,506.59090909090907
2022,2022-06-01,Concombre,Prix moyen du produit local en magasin,397.3783783783784
2022,2022-06-01,Courgette,Prix moyen du produit importé en magasin,712.1875
2022,2022-06-01,Courgette,Prix moyen du produit local en magasin,765.8108108108108
2022,2022-06-01,Céleri,Prix moyen du produit importé en magasin,756.8
2022,2022-06-01,Céleri,Prix moyen du produit local en magasin,703.8474576271186
2022,2022-06-01,Letchi,Prix moyen du produit local en magasin,1350
2022,2022-06-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,851.8817204301075
2022,2022-06-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,728.5909090909091
2022,2022-06-01,Mangue,Prix moyen du produit local en magasin,694.5
2022,2022-06-01,Maïs,Prix moyen du produit local en magasin,295
2022,2022-06-01,Melon,Prix moyen du produit importé en magasin,658.2142857142857
2022,2022-06-01,Melon,Prix moyen du produit local en magasin,830.6666666666666
2022,2022-06-01,Navet,Prix moyen du produit local en magasin,553.2828282828283
2022,2022-06-01,Nectarine,Prix moyen du produit importé en magasin,403.92857142857144
2022,2022-06-01,Oignons,Prix moyen du produit importé en magasin,273.6666666666667
2022,2022-06-01,Oignons,Prix moyen du produit local en magasin,514.8666666666667
2022,2022-06-01,Orange,Prix moyen du produit importé en magasin,894.9857142857143
2022,2022-06-01,Orange,Prix moyen du produit local en magasin,614.9579831932773
2022,2022-06-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,580
2022,2022-06-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,506.1458333333333
2022,2022-06-01,Papaye,Prix moyen du produit importé en magasin,265
2022,2022-06-01,Papaye,Prix moyen du produit local en magasin,345.44554455445547
2022,2022-06-01,Pastèque,Prix moyen du produit importé en magasin,548
2022,2022-06-01,Pastèque,Prix moyen du produit local en magasin,427.5238095238095
2022,2022-06-01,Patate Douce,Prix moyen du produit local en magasin,779.5138888888889
2022,2022-06-01,Persil,Prix moyen du produit local en magasin,187.42857142857142
2022,2022-06-01,Poireau,Prix moyen du produit importé en magasin,980.4487179487179
2022,2022-06-01,Poireau,Prix moyen du produit local en magasin,1095.2222222222222
2022,2022-06-01,Poivron,Prix moyen du produit importé en magasin,1165.6315789473683
2022,2022-06-01,Poivron,Prix moyen du produit local en magasin,1054.1477272727273
2022,2022-06-01,Radis,Prix moyen du produit importé en magasin,482.5
2022,2022-06-01,Radis,Prix moyen du produit local en magasin,454.6341463414634
2022,2022-06-01,Salade,Prix moyen du produit importé en magasin,745
2022,2022-06-01,Salade,Prix moyen du produit local en magasin,727.7916666666666
2022,2022-06-01,Tomate,Prix moyen du produit importé en magasin,709.78125
2022,2022-06-01,Tomate,Prix moyen du produit local en magasin,1113.9545454545455
2022,2022-07-01,Ail,Prix moyen du produit importé en magasin,470
2022,2022-07-01,Ananas,Prix moyen du produit importé en magasin,676
2022,2022-07-01,Ananas,Prix moyen du produit local en magasin,865.2380952380952
2022,2022-07-01,Aubergine,Prix moyen du produit importé en magasin,612.1428571428571
2022,2022-07-01,Aubergine,Prix moyen du produit local en magasin,718.3333333333334
2022,2022-07-01,Avocat,Prix moyen du produit importé en magasin,1171.25
2022,2022-07-01,Avocat,Prix moyen du produit local en magasin,967.1153846153846
2022,2022-07-01,Banane,Prix moyen du produit importé en magasin,3995
2022,2022-07-01,Banane,Prix moyen du produit local en magasin,818.8
2022,2022-07-01,Brocoli,Prix moyen du produit importé en magasin,994.6818181818181
2022,2022-07-01,Brocoli,Prix moyen du produit local en magasin,884.7916666666666
2022,2022-07-01,Carotte,Prix moyen du produit importé en magasin,298.65
2022,2022-07-01,Carotte,Prix moyen du produit local en magasin,343.1012658227848
2022,2022-07-01,Chou De Chine,Prix moyen du produit importé en magasin,667.6436781609195
2022,2022-07-01,Chou De Chine,Prix moyen du produit local en magasin,619.8680203045685
2022,2022-07-01,Chou Rouge,Prix moyen du produit importé en magasin,555.9411764705883
2022,2022-07-01,Chou Rouge,Prix moyen du produit local en magasin,575.7872340425532
2022,2022-07-01,Chou-Fleur,Prix moyen du produit importé en magasin,914.4262295081967
2022,2022-07-01,Chou-Fleur,Prix moyen du produit local en magasin,959.0425531914893
2022,2022-07-01,Chouchoute,Prix moyen du produit local en magasin,400.4824561403509
2022,2022-07-01,"Citron, Lime",Prix moyen du produit importé en magasin,1638.7906976744187
2022,2022-07-01,"Citron, Lime",Prix moyen du produit local en magasin,761.0714285714286
2022,2022-07-01,Concombre,Prix moyen du produit importé en magasin,450.38461538461536
2022,2022-07-01,Concombre,Prix moyen du produit local en magasin,348.60103626943004
2022,2022-07-01,Courgette,Prix moyen du produit importé en magasin,583.7096774193549
2022,2022-07-01,Courgette,Prix moyen du produit local en magasin,619.5515151515151
2022,2022-07-01,Céleri,Prix moyen du produit importé en magasin,765.9574468085107
2022,2022-07-01,Céleri,Prix moyen du produit local en magasin,686.4408602150538
2022,2022-07-01,Letchi,Prix moyen du produit local en magasin,1290
2022,2022-07-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,983.2
2022,2022-07-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,755.1470588235294
2022,2022-07-01,Melon,Prix moyen du produit importé en magasin,590
2022,2022-07-01,Melon,Prix moyen du produit local en magasin,786.1627906976744
2022,2022-07-01,Navet,Prix moyen du produit local en magasin,512.9207920792079
2022,2022-07-01,Nectarine,Prix moyen du produit importé en magasin,351.6666666666667
2022,2022-07-01,Oignons,Prix moyen du produit importé en magasin,238.55113636363637
2022,2022-07-01,Oignons,Prix moyen du produit local en magasin,472.90909090909093
2022,2022-07-01,Orange,Prix moyen du produit importé en magasin,821.4659090909091
2022,2022-07-01,Orange,Prix moyen du produit local en magasin,613.9823008849557
2022,2022-07-01,"Pamplemousse, Pomélo",Prix moyen du produit importé en magasin,540
2022,2022-07-01,"Pamplemousse, Pomélo",Prix moyen du produit local en magasin,421.5310344827586
2022,2022-07-01,Papaye,Prix moyen du produit importé en magasin,270.8333333333333
2022,2022-07-01,Papaye,Prix moyen du produit local en magasin,335
2022,2022-07-01,Pastèque,Prix moyen du produit importé en magasin,489
2022,2022-07-01,Pastèque,Prix moyen du produit local en magasin,438.84615384615387
2022,2022-07-01,Patate Douce,Prix moyen du produit local en magasin,771.0897435897435
2022,2022-07-01,Persil,Prix moyen du produit local en magasin,168
2022,2022-07-01,Poireau,Prix moyen du produit importé en magasin,987.7941176470588
2022,2022-07-01,Poireau,Prix moyen du produit local en magasin,1154.090909090909
2022,2022-07-01,Poivron,Prix moyen du produit importé en magasin,1166.673202614379
2022,2022-07-01,Poivron,Prix moyen du produit local en magasin,1103.943661971831
2022,2022-07-01,Radis,Prix moyen du produit importé en magasin,483.6363636363636
2022,2022-07-01,Radis,Prix moyen du produit local en magasin,457.9
2022,2022-07-01,Salade,Prix moyen du produit importé en magasin,760
2022,2022-07-01,Salade,Prix moyen du produit local en magasin,780.0520833333334
2022,2022-07-01,Tomate,Prix moyen du produit importé en magasin,730.8695652173913
2022,2022-07-01,Tomate,Prix moyen du produit local en magasin,1293.609589041096
2022,2022-08-01,Ail,Prix moyen du produit importé en magasin,498.1818181818182
2022,2022-08-01,Ananas,Prix moyen du produit importé en magasin,765
2022,2022-08-01,Ananas,Prix moyen du produit local en magasin,888.0737704918033
2022,2022-08-01,Aubergine,Prix moyen du produit importé en magasin,550.6
2022,2022-08-01,Aubergine,Prix moyen du produit local en magasin,569.4957983193277
2022,2022-08-01,Avocat,Prix moyen du produit importé en magasin,1242
2022,2022-08-01,Avocat,Prix moyen du produit local en magasin,1064
2022,2022-08-01,Banane,Prix moyen du produit importé en magasin,3995
2022,2022-08-01,Banane,Prix moyen du produit local en magasin,836.5094339622641
2022,2022-08-01,Brocoli,Prix moyen du produit importé en magasin,954.3108108108108
2022,2022-08-01,Brocoli,Prix moyen du produit local en magasin,940.3125
2022,2022-08-01,Carotte,Prix moyen du produit importé en magasin,512.8217821782179
2022,2022-08-01,Carotte,Prix moyen du produit local en magasin,514.8091603053435
2022,2022-08-01,Chou De Chine,Prix moyen du produit importé en magasin,639.3253968253969
2022,2022-08-01,Chou De Chine,Prix moyen du produit local en magasin,563.6925795053004
2022,2022-08-01,Chou Rouge,Prix moyen du produit importé en magasin,574.4505494505495
2022,2022-08-01,Chou Rouge,Prix moyen du produit local en magasin,536.6483516483516
2022,2022-08-01,Chou-Fleur,Prix moyen du produit importé en magasin,847.65625
2022,2022-08-01,Chou-Fleur,Prix moyen du produit local en magasin,869.3010752688172
2022,2022-08-01,Chouchoute,Prix moyen du produit local en magasin,332.5403225806452
2022,2022-08-01,"Citron, Lime",Prix moyen du produit importé en magasin,1247.078947368421
2022,2022-08-01,"Citron, Lime",Prix moyen du produit local en magasin,789.4811320754717
2022,2022-08-01,Concombre,Prix moyen du produit importé en magasin,358.7413793103448
2022,2022-08-01,Concombre,Prix moyen du produit local en magasin,303.25
2022,2022-08-01,Courgette,Prix moyen du produit importé en magasin,594.375
2022,2022-08-01,Courgette,Prix moyen du produit local en magasin,709.0753424657535
2022,2022-08-01,Céleri,Prix moyen du produit importé en magasin,739.25
2022,2022-08-01,Céleri,Prix moyen du produit local en magasin,697.4891304347826
2022,2022-08-01,"Mandarine, Clémentine",Prix moyen du produit importé en magasin,867.5471698113207
2022,2022-08-01,"Mandarine, Clémentine",Prix moyen du produit local en magasin,776.7592592592592
